ID,TipoConstrução,Zoneamento,FrenteLote,AreaLote,Rua,ConfigLote,Vizinhanca,TipoImovel,EstiloCasa,QualidadeGeral,CondicaoGeral,AnoConstrucao,AnoReforma,QualidadeExterior,CondicaoExterior,Fundacao,QualiPorao,CondiPorao,AreaTotalPorao,AreaHabitavel,NumeroQuarto,NumeroCozinha,TotalComodos,NumeroVagas,AreaVagas,AnoVenda,PrecoVenda
1122,20,Residencial_Baixa,84.0,10084,Pavimentada,Interno,CollgCr,Casa Unifamiliar,Um Andar,7,5,2005,2006,Boa,Media,Concreto Vazado,Boa,Media,1552.0,1552,3,1,7,3.0,782.0,2006,212900.0
1123,20,Residencial_Baixa,,8926,Pavimentada,Esquina,Edwards,Casa Unifamiliar,Um Andar,4,3,1956,1956,Media,Media,Blocos de Concreto,Media,Media,672.0,960,3,1,5,1.0,288.0,2009,112000.0
1124,20,Residencial_Baixa,50.0,9405,Pavimentada,Interno,Edwards,Casa Unifamiliar,Um Andar,5,9,1947,2008,Media,Excelente,Blocos de Concreto,Media,Media,698.0,698,2,1,4,0.0,0.0,2009,118000.0
1125,80,Residencial_Baixa,,9125,Pavimentada,Interno,Gilbert,Casa Unifamiliar,Nivel Dividido,7,5,1992,1992,Media,Media,Concreto Vazado,Boa,Media,384.0,1482,3,1,7,2.0,392.0,2007,163900.0
1126,20,Residencial_Baixa,60.0,10434,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um Andar,4,5,1955,1955,Media,Media,Blocos de Concreto,Media,Media,1005.0,1005,2,1,5,2.0,672.0,2009,115000.0
1127,120,Residencial_Baixa,53.0,3684,Pavimentada,Interno,Blmngtn,Casa Geminada - final fileira,Um Andar,7,5,2007,2007,Boa,Media,Concreto Vazado,Boa,Media,1373.0,1555,2,1,7,3.0,660.0,2009,174000.0
1128,20,Residencial_Baixa,182.0,14572,Pavimentada,Esquina,Gilbert,Casa Unifamiliar,Um Andar,7,5,2004,2004,Boa,Media,Concreto Vazado,Boa,Media,1530.0,1530,3,1,7,3.0,630.0,2007,259000.0
1129,60,Residencial_Baixa,59.0,11796,Pavimentada,Interno,Gilbert,Casa Unifamiliar,Dois Andar,7,5,2004,2005,Boa,Media,Concreto Vazado,Boa,Media,847.0,1959,4,1,8,2.0,434.0,2007,215000.0
1130,90,Residencial_Media,60.0,7200,Pavimentada,Interno,OldTown,Duplex,Foyer Dividido,5,5,1980,1980,Media,Media,Blocos de Concreto,Boa,Media,936.0,936,2,1,4,2.0,672.0,2007,140000.0
1131,50,Residencial_Baixa,65.0,7804,Pavimentada,Interno,SWISU,Casa Unifamiliar,Um e Meio Andar Finalizado,4,3,1928,1950,Media,Media,Tijolos e Pedra,Media,Media,1122.0,1981,4,1,7,2.0,576.0,2009,135000.0
1132,20,Residencial_Baixa,63.0,10712,Pavimentada,Interno,Mitchel,Casa Unifamiliar,Um Andar,5,5,1991,1992,Media,Media,Concreto Vazado,Boa,Media,974.0,974,3,1,5,0.0,0.0,2007,93500.0
1133,70,Residencial_Media,90.0,9900,Pavimentada,Interno,OldTown,Casa Unifamiliar,Dois Andar,6,4,1880,1950,Media,Media,Tijolos e Pedra,Media,Media,1008.0,2210,5,1,8,1.0,205.0,2007,117500.0
1134,60,Residencial_Baixa,80.0,9828,Pavimentada,Interno,SawyerW,Casa Unifamiliar,Dois Andar,8,5,1995,1995,Boa,Media,Concreto Vazado,Boa,Media,1128.0,2020,3,1,8,2.0,466.0,2009,239500.0
1135,60,Residencial_Baixa,57.0,8773,Pavimentada,Interno,Gilbert,Casa Unifamiliar,Dois Andar,6,5,1997,1997,Media,Media,Concreto Vazado,Boa,Media,916.0,1600,3,1,7,2.0,460.0,2007,169000.0
1136,30,Residencial_Media,60.0,6180,Pavimentada,Esquina,BrkSide,Casa Unifamiliar,Um Andar,6,5,1926,1950,Media,Media,Tijolos e Pedra,Media,Media,960.0,986,2,1,5,1.0,180.0,2007,102000.0
1137,50,Residencial_Baixa,80.0,9600,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um e Meio Andar Finalizado,6,5,1950,1950,Media,Media,Blocos de Concreto,Media,Media,1032.0,1252,3,1,6,1.0,288.0,2008,119000.0
1138,50,Residencial_Baixa,54.0,6342,Pavimentada,Interno,Sawyer,Casa Unifamiliar,Um e Meio Andar Finalizado,5,8,1875,1996,Media,Boa,Blocos de Concreto,Media,Media,780.0,1020,2,1,6,0.0,0.0,2010,94000.0
1139,20,Residencial_Baixa,,9819,Pavimentada,Interno,Mitchel,Casa Unifamiliar,Um Andar,6,5,1977,1977,Media,Media,Concreto Vazado,Media,Media,1567.0,1567,2,1,5,2.0,714.0,2009,196000.0
1140,30,Residencial_Baixa,98.0,8731,Pavimentada,Interno,BrkSide,Casa Unifamiliar,Um Andar,5,5,1920,1950,Media,Razoavel,Tijolos e Pedra,Media,Media,915.0,1167,3,1,6,2.0,495.0,2007,144000.0
1141,20,Residencial_Baixa,60.0,7350,Pavimentada,Esquina,NAmes,Casa Unifamiliar,Um Andar,5,7,1951,1951,Media,Media,Blocos de Concreto,Media,Media,952.0,952,2,1,4,2.0,840.0,2008,139000.0
1142,60,Residencial_Baixa,,10304,Pavimentada,Fim de Rua,NWAmes,Casa Unifamiliar,Dois Andar,5,7,1976,1976,Media,Boa,Blocos de Concreto,Media,Media,780.0,1868,4,1,9,2.0,484.0,2009,197500.0
1144,20,Residencial_Baixa,,9000,Pavimentada,Interno,Sawyer,Casa Unifamiliar,Um Andar,5,3,1959,1959,Media,Media,Blocos de Concreto,Media,Media,1006.0,1006,3,1,5,0.0,0.0,2008,80000.0
1145,190,Residencial_Baixa,60.0,12180,Pavimentada,Interno,Edwards,Conversao duas familias,Um e Meio Andar Finalizado,4,4,1941,1950,Media,Razoavel,Tijolos e Pedra,Boa,Media,672.0,924,2,1,5,1.0,280.0,2010,80000.0
1146,50,Residencial_Media,52.0,6240,Pavimentada,Interno,BrkSide,Casa Unifamiliar,Um e Meio Andar Finalizado,5,6,1928,1950,Media,Media,Tijolos e Pedra,Media,Media,1042.0,1576,3,1,8,1.0,225.0,2006,149000.0
1147,20,Residencial_Baixa,,11200,Pavimentada,Interno,SawyerW,Casa Unifamiliar,Um Andar,6,5,1985,1985,Boa,Media,Blocos de Concreto,Boa,Media,1298.0,1298,3,1,5,2.0,403.0,2006,180000.0
1148,70,Residencial_Baixa,75.0,12000,Pavimentada,Interno,Crawfor,Casa Unifamiliar,Dois Andar,7,7,1941,1950,Media,Media,Blocos de Concreto,Media,Media,704.0,1564,3,1,7,1.0,234.0,2009,174500.0
1149,50,Residencial_Media,,5700,Pavimentada,Interno,OldTown,Casa Unifamiliar,Um e Meio Andar Finalizado,7,7,1926,1950,Media,Media,Concreto Vazado,Media,Media,572.0,1111,2,1,5,1.0,288.0,2008,116900.0
1150,70,Residencial_Media,50.0,9000,Pavimentada,Interno,OldTown,Casa Unifamiliar,Dois Andar,7,9,1920,1988,Media,Boa,Concreto Vazado,Media,Media,650.0,1482,3,1,7,2.0,324.0,2009,143000.0
1151,20,Residencial_Baixa,57.0,8280,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um Andar,6,5,1950,1950,Media,Media,Blocos de Concreto,Media,Media,932.0,932,2,1,4,1.0,306.0,2007,124000.0
1152,20,Residencial_Baixa,134.0,17755,Pavimentada,Interno,Edwards,Casa Unifamiliar,Um Andar,5,4,1959,1959,Media,Media,Blocos de Concreto,Media,Media,1466.0,1466,3,1,6,2.0,528.0,2006,149900.0
1153,20,Residencial_Baixa,90.0,14115,Pavimentada,Interno,Crawfor,Casa Unifamiliar,Um Andar,6,7,1956,2004,Media,Media,Concreto Vazado,Media,Media,1073.0,1811,2,1,6,2.0,470.0,2006,230000.0
1154,30,Residencial_Media,,5890,Pavimentada,Esquina,IDOTRR,Casa Unifamiliar,Um Andar,6,8,1930,2007,Boa,Boa,Tijolos e Pedra,Media,Media,816.0,816,2,1,5,1.0,432.0,2008,120500.0
1155,60,Residencial_Baixa,,13700,Pavimentada,Interno,NAmes,Casa Unifamiliar,Dois Andar,7,6,1965,1988,Media,Media,Blocos de Concreto,Media,Media,864.0,1820,4,1,8,2.0,492.0,2008,201800.0
1156,20,Residencial_Baixa,90.0,10768,Pavimentada,Esquina,Veenker,Casa Unifamiliar,Um Andar,5,8,1976,2004,Boa,Boa,Blocos de Concreto,Boa,Media,1437.0,1437,3,1,6,2.0,528.0,2007,218000.0
1157,80,Residencial_Baixa,85.0,9350,Pavimentada,Interno,NAmes,Casa Unifamiliar,Nivel Dividido,5,8,1965,1999,Media,Boa,Concreto Vazado,Media,Media,1219.0,1265,3,1,6,2.0,502.0,2008,179900.0
1158,120,Residencial_Baixa,34.0,5001,Pavimentada,Interno,NridgHt,Casa Geminada - meio de fileira,Um Andar,7,5,2007,2008,Boa,Media,Concreto Vazado,Boa,Media,1314.0,1314,2,1,6,2.0,626.0,2009,230000.0
1159,20,Residencial_Baixa,92.0,11932,Pavimentada,Frente Dupla,Somerst,Casa Unifamiliar,Um Andar,8,5,2007,2008,Boa,Media,Concreto Vazado,Boa,Media,1580.0,1580,3,1,7,3.0,830.0,2008,235128.0
1160,60,Residencial_Baixa,76.0,9120,Pavimentada,Interno,NWAmes,Casa Unifamiliar,Dois Andar,6,6,1974,1974,Boa,Media,Blocos de Concreto,Media,Media,901.0,1876,4,1,8,2.0,540.0,2008,185000.0
1161,160,Residencial_Baixa,24.0,2280,Pavimentada,Interno,NPkVill,Casa Geminada - meio de fileira,Dois Andar,6,5,1978,1978,Media,Media,Blocos de Concreto,Boa,Media,855.0,1456,3,1,7,2.0,440.0,2010,146000.0
1162,20,Residencial_Baixa,,14778,Pavimentada,Fim de Rua,Crawfor,Casa Unifamiliar,Um Andar,6,7,1954,2006,Boa,Media,Blocos de Concreto,Media,Media,1296.0,1640,3,1,7,2.0,924.0,2008,224000.0
1163,20,Residencial_Baixa,109.0,8724,Pavimentada,Interno,Sawyer,Casa Unifamiliar,Um Andar,5,5,1968,1968,Media,Media,Blocos de Concreto,Boa,Media,894.0,894,3,1,5,2.0,450.0,2007,129000.0
1164,90,Residencial_Baixa,60.0,12900,Pavimentada,Interno,Sawyer,Duplex,Foyer Dividido,4,4,1969,1969,Media,Media,Blocos de Concreto,Boa,Media,1198.0,1258,0,2,6,2.0,400.0,2008,108959.0
1165,80,Residencial_Baixa,,16157,Pavimentada,Frente Dupla,Veenker,Casa Unifamiliar,Nivel Dividido,5,7,1978,1978,Media,Media,Concreto Vazado,Boa,Media,1360.0,1432,2,1,5,2.0,588.0,2007,194000.0
1166,20,Residencial_Baixa,79.0,9541,Pavimentada,Interno,NridgHt,Casa Unifamiliar,Um Andar,7,5,2009,2009,Boa,Media,Concreto Vazado,Boa,Media,1502.0,1502,3,1,7,2.0,644.0,2009,233170.0
1167,20,Residencial_Baixa,64.0,10475,Pavimentada,Esquina,CollgCr,Casa Unifamiliar,Um Andar,8,5,2008,2008,Boa,Media,Concreto Vazado,Boa,Media,1694.0,1694,3,1,7,3.0,776.0,2010,245350.0
1168,60,Residencial_Baixa,58.0,10852,Pavimentada,Interno,Gilbert,Casa Unifamiliar,Dois Andar,6,5,2000,2000,Media,Media,Concreto Vazado,Boa,Media,959.0,1671,3,1,7,2.0,472.0,2006,173000.0
1169,70,Residencial_Baixa,120.0,13728,Pavimentada,Esquina,Edwards,Casa Unifamiliar,Dois Andar,6,7,1935,1986,Media,Media,Blocos de Concreto,Media,Media,1127.0,2108,4,1,7,2.0,540.0,2008,235000.0
1171,80,Residencial_Baixa,76.0,9880,Pavimentada,Interno,Mitchel,Casa Unifamiliar,Nivel Dividido,6,6,1977,1977,Media,Media,Blocos de Concreto,Media,Media,1096.0,1118,3,1,6,1.0,358.0,2008,171000.0
1172,20,Residencial_Baixa,76.0,9120,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um Andar,6,6,1958,1958,Media,Media,Blocos de Concreto,Media,Media,1261.0,1261,3,1,6,2.0,433.0,2008,163000.0
1173,160,Residencial_Alta_Vila,35.0,4017,Pavimentada,Interno,Somerst,Casa Geminada - final fileira,Dois Andar,7,5,2006,2007,Boa,Media,Concreto Vazado,Boa,Media,625.0,1250,2,1,5,2.0,625.0,2008,171900.0
1174,50,Residencial_Baixa,138.0,18030,Pavimentada,Interno,ClearCr,Casa Unifamiliar,Um e Meio Andar Finalizado,5,6,1946,1994,Media,Media,Blocos de Concreto,Media,Media,1598.0,3086,3,1,12,0.0,0.0,2007,200500.0
1175,70,Residencial_Baixa,80.0,16560,Pavimentada,Interno,Crawfor,Casa Unifamiliar,Dois Andar,6,8,1932,1950,Media,Media,Tijolos e Pedra,Boa,Media,952.0,2345,4,1,9,2.0,360.0,2006,239000.0
1176,50,Residencial_Baixa,85.0,10678,Pavimentada,Interno,NoRidge,Casa Unifamiliar,Um e Meio Andar Finalizado,8,5,1992,2000,Boa,Media,Concreto Vazado,Boa,Media,1683.0,2872,4,1,9,2.0,541.0,2007,285000.0
1177,20,Residencial_Baixa,37.0,6951,Pavimentada,Fim de Rua,Mitchel,Casa Unifamiliar,Um Andar,5,5,1984,1985,Media,Media,Blocos de Concreto,Media,Media,876.0,923,3,1,5,1.0,264.0,2008,119500.0
1178,50,Residencial_Media,,3950,Pavimentada,Interno,OldTown,Casa Unifamiliar,Um e Meio Andar Finalizado,6,8,1926,2004,Media,Media,Blocos de Concreto,Media,Media,818.0,1224,3,1,5,1.0,210.0,2009,115000.0
1179,50,Residencial_Baixa,54.0,7681,Pavimentada,Frente Dupla,Crawfor,Casa Unifamiliar,Um e Meio Andar Finalizado,5,6,1921,1950,Media,Media,Tijolos e Pedra,Media,Media,731.0,1343,3,1,7,1.0,186.0,2009,154900.0
1180,20,Residencial_Baixa,77.0,8335,Pavimentada,Esquina,Edwards,Casa Unifamiliar,Um Andar,5,5,1954,1954,Media,Media,Laje,,,0.0,1124,3,1,5,0.0,0.0,2006,93000.0
1181,60,Residencial_Baixa,,11170,Pavimentada,Esquina,Timber,Casa Unifamiliar,Dois Andar,7,5,1990,1991,Media,Media,Madeira,Boa,Media,1216.0,2514,4,1,8,2.0,693.0,2006,250000.0
1184,30,Residencial_Baixa,60.0,10800,Pavimentada,Interno,OldTown,Casa Unifamiliar,Um Andar,5,6,1920,1950,Media,Media,Tijolos e Pedra,Media,Media,1120.0,1130,2,1,5,2.0,720.0,2006,120000.0
1185,20,Residencial_Baixa,50.0,35133,Terra,Interno,Timber,Casa Unifamiliar,Um Andar,5,4,1963,1963,Media,Media,Blocos de Concreto,Media,Media,1572.0,1572,3,1,5,3.0,995.0,2007,186700.0
1186,50,Residencial_Baixa,60.0,9738,Pavimentada,Interno,Edwards,Casa Unifamiliar,Um e Meio Andar Finalizado,5,7,1924,1950,Media,Boa,Tijolos e Pedra,Media,Media,784.0,1221,4,1,7,1.0,392.0,2006,104900.0
1187,190,Residencial_Baixa,107.0,10615,Pavimentada,Esquina,OldTown,Conversao duas familias,Dois Andar,3,5,1900,1970,Media,Media,Blocos de Concreto,Razoavel,Media,978.0,1699,3,2,7,2.0,420.0,2009,95000.0
1188,20,Residencial_Baixa,89.0,12461,Pavimentada,Esquina,NoRidge,Casa Unifamiliar,Um Andar,8,5,1994,1995,Boa,Media,Concreto Vazado,Boa,Media,1624.0,1624,2,1,5,3.0,757.0,2006,262000.0
1189,60,Residencial_Baixa,68.0,8935,Pavimentada,Interno,CollgCr,Casa Unifamiliar,Dois Andar,7,5,2002,2002,Boa,Media,Concreto Vazado,Boa,Media,831.0,1660,3,1,7,2.0,493.0,2009,195000.0
1190,60,Residencial_Baixa,60.0,7500,Pavimentada,Interno,Gilbert,Casa Unifamiliar,Dois Andar,7,5,1999,1999,Media,Media,Concreto Vazado,Media,Media,994.0,1804,3,1,7,2.0,442.0,2010,189000.0
1191,190,Residencial_Baixa,,32463,Pavimentada,Interno,Mitchel,Conversao duas familias,Um Andar,4,4,1961,1975,Media,Boa,Blocos de Concreto,Media,Media,1249.0,1622,3,1,7,4.0,1356.0,2007,168000.0
1192,160,Residencial_Alta_Vila,24.0,2645,Pavimentada,Interno,Somerst,Casa Geminada - meio de fileira,Dois Andar,8,5,1999,2000,Boa,Media,Concreto Vazado,Boa,Media,776.0,1441,2,1,5,2.0,492.0,2007,174000.0
1193,50,Residencial_Media,60.0,9600,Pavimentada,Interno,OldTown,Casa Unifamiliar,Um e Meio Andar Finalizado,5,8,1925,1994,Media,Media,Concreto Vazado,Media,Media,702.0,1472,3,1,6,1.0,250.0,2007,125000.0
1194,120,Residencial_Media,,4500,Pavimentada,Frente Dupla,Mitchel,Casa Geminada - final fileira,Um Andar,6,5,1999,1999,Media,Media,Concreto Vazado,Excelente,Media,1224.0,1224,2,1,5,2.0,402.0,2009,165000.0
1195,60,Residencial_Baixa,80.0,9364,Pavimentada,Esquina,Sawyer,Casa Unifamiliar,Dois Andar,6,7,1969,1969,Media,Media,Blocos de Concreto,Media,Media,663.0,1352,4,1,7,1.0,299.0,2010,158000.0
1196,60,Residencial_Baixa,51.0,8029,Pavimentada,Interno,Gilbert,Casa Unifamiliar,Dois Andar,6,5,2005,2005,Media,Media,Concreto Vazado,Boa,Media,728.0,1456,3,1,8,2.0,400.0,2008,176000.0
1197,60,Residencial_Baixa,58.0,14054,Pavimentada,Interno,Gilbert,Casa Unifamiliar,Dois Andar,7,5,2006,2006,Boa,Media,Concreto Vazado,Boa,Media,879.0,1863,4,1,9,3.0,660.0,2006,219210.0
1198,75,Residencial_Media,65.0,8850,Pavimentada,Esquina,OldTown,Casa Unifamiliar,Dois e Meio Andar Inacabado,7,6,1916,1950,Media,Media,Tijolos e Pedra,Media,Media,815.0,1690,3,1,7,1.0,225.0,2006,144000.0
1199,20,Residencial_Baixa,70.0,9100,Pavimentada,Interno,CollgCr,Casa Unifamiliar,Um Andar,7,5,2001,2001,Boa,Media,Concreto Vazado,Boa,Media,1212.0,1212,3,1,6,2.0,573.0,2009,178000.0
1200,20,Residencial_Baixa,75.0,11235,Pavimentada,Interno,Sawyer,Casa Unifamiliar,Um Andar,4,5,1963,1979,Media,Media,Blocos de Concreto,Media,Media,1051.0,1382,3,1,6,2.0,459.0,2006,148000.0
1201,20,Residencial_Baixa,71.0,9353,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um Andar,4,5,1970,1970,Media,Media,Blocos de Concreto,Media,Media,864.0,864,3,1,5,1.0,280.0,2006,116050.0
1202,60,Residencial_Baixa,80.0,10400,Pavimentada,Esquina,CollgCr,Casa Unifamiliar,Dois Andar,7,5,1998,1998,Media,Media,Concreto Vazado,Boa,Media,866.0,1779,3,1,6,2.0,546.0,2009,197900.0
1203,50,Residencial_Media,50.0,6000,Pavimentada,Esquina,BrkSide,Casa Unifamiliar,Um e Meio Andar Finalizado,5,8,1925,1997,Media,Media,Tijolos e Pedra,Media,Media,884.0,1348,3,1,5,1.0,216.0,2009,117000.0
1204,20,Residencial_Baixa,75.0,9750,Pavimentada,Interno,CollgCr,Casa Unifamiliar,Um Andar,7,5,2000,2001,Boa,Media,Concreto Vazado,Boa,Media,1630.0,1630,3,1,6,2.0,451.0,2009,213000.0
1205,20,Residencial_Baixa,78.0,10140,Pavimentada,Interno,NWAmes,Casa Unifamiliar,Um Andar,5,6,1975,1975,Media,Media,Blocos de Concreto,Boa,Media,1056.0,1074,3,1,6,2.0,495.0,2006,153500.0
1206,20,Residencial_Baixa,90.0,14684,Pavimentada,Fim de Rua,SawyerW,Casa Unifamiliar,Um Andar,7,7,1990,1991,Boa,Media,Blocos de Concreto,Boa,Media,2158.0,2196,3,1,7,3.0,701.0,2009,271900.0
1207,20,Residencial_Alta_Apartamento,,8900,Pavimentada,Interno,SawyerW,Casa Unifamiliar,Um Andar,4,4,1966,1966,Media,Media,Blocos de Concreto,Media,Media,1056.0,1056,2,1,5,1.0,384.0,2006,107000.0
1208,20,Residencial_Baixa,70.0,9135,Pavimentada,Interno,CollgCr,Casa Unifamiliar,Um Andar,6,5,2003,2003,Boa,Media,Concreto Vazado,Boa,Media,1682.0,1700,3,1,7,2.0,544.0,2006,200000.0
1209,20,Residencial_Baixa,70.0,7763,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um Andar,5,7,1962,1980,Media,Boa,Blocos de Concreto,Media,Media,931.0,1283,3,1,6,2.0,506.0,2008,140000.0
1210,20,Residencial_Baixa,85.0,10182,Pavimentada,Fim de Rua,Somerst,Casa Unifamiliar,Um Andar,8,5,2006,2006,Boa,Media,Concreto Vazado,Excelente,Media,1660.0,1660,3,1,8,2.0,500.0,2006,290000.0
1211,60,Residencial_Baixa,70.0,11218,Pavimentada,Interno,SawyerW,Casa Unifamiliar,Dois Andar,6,5,1992,1992,Boa,Media,Concreto Vazado,Boa,Media,1055.0,1845,3,1,8,2.0,462.0,2010,189000.0
1212,50,Residencial_Baixa,152.0,12134,Pavimentada,Interno,Gilbert,Casa Unifamiliar,Um e Meio Andar Finalizado,8,7,1988,2005,Boa,Media,Madeira,Boa,Media,559.0,1752,4,1,8,2.0,492.0,2010,164000.0
1213,30,Residencial_Baixa,50.0,9340,Pavimentada,Interno,Edwards,Casa Unifamiliar,Um Andar,4,6,1941,1950,Media,Media,Blocos de Concreto,Media,Media,672.0,672,2,1,4,1.0,234.0,2009,113000.0
1214,80,Residencial_Baixa,,10246,Pavimentada,Fim de Rua,Sawyer,Casa Unifamiliar,Nivel Dividido,4,9,1965,2001,Media,Boa,Blocos de Concreto,Media,Boa,648.0,960,0,1,3,1.0,364.0,2006,145000.0
1215,85,Residencial_Baixa,69.0,10205,Pavimentada,Interno,NAmes,Casa Unifamiliar,Foyer Dividido,5,5,1962,1962,Media,Media,Blocos de Concreto,Media,Media,925.0,999,3,1,6,1.0,300.0,2006,134500.0
1216,20,Residencial_Baixa,99.0,7094,Pavimentada,Interno,Sawyer,Casa Unifamiliar,Um Andar,5,5,1966,1966,Media,Media,Blocos de Concreto,Media,Media,894.0,894,3,1,5,1.0,384.0,2007,125000.0
1217,90,Residencial_Media,68.0,8930,Pavimentada,Interno,Sawyer,Duplex,Um e Meio Andar Finalizado,6,5,1978,1978,Media,Media,Laje,,,0.0,1902,4,2,8,2.0,539.0,2010,112000.0
1218,20,Residencial_Alta_Vila,72.0,8640,Pavimentada,Interno,Somerst,Casa Unifamiliar,Um Andar,8,5,2009,2009,Boa,Media,Concreto Vazado,Boa,Media,1300.0,1314,3,1,6,2.0,552.0,2009,229456.0
1219,50,Residencial_Media,52.0,6240,Pavimentada,Interno,BrkSide,Casa Unifamiliar,Um e Meio Andar Finalizado,4,5,1947,1950,Media,Media,Laje,,,0.0,912,2,1,3,0.0,0.0,2006,80500.0
1220,160,Residencial_Media,21.0,1680,Pavimentada,Interno,BrDale,Casa Geminada - meio de fileira,Dois Andar,6,5,1971,1971,Media,Media,Blocos de Concreto,Media,Media,672.0,1218,3,1,7,0.0,0.0,2006,91500.0
1221,20,Residencial_Baixa,66.0,7800,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um Andar,5,5,1964,1964,Media,Media,Blocos de Concreto,Media,Media,912.0,912,2,1,5,1.0,288.0,2006,115000.0
1222,20,Residencial_Baixa,55.0,8250,Pavimentada,Interno,Sawyer,Casa Unifamiliar,Um Andar,5,5,1968,1968,Media,Media,Blocos de Concreto,Media,Media,952.0,1211,3,1,5,1.0,322.0,2008,134000.0
1223,50,Residencial_Baixa,78.0,10496,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um e Meio Andar Finalizado,6,6,1949,1950,Media,Media,Blocos de Concreto,Media,Media,1040.0,1846,3,1,7,1.0,315.0,2007,143000.0
1224,20,Residencial_Baixa,89.0,10680,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um Andar,5,3,1951,1951,Media,Media,Blocos de Concreto,Media,Razoavel,2136.0,2136,4,1,7,2.0,528.0,2006,137900.0
1225,60,Residencial_Baixa,60.0,15384,Pavimentada,Interno,Gilbert,Casa Unifamiliar,Dois Andar,7,5,2004,2005,Boa,Media,Concreto Vazado,Boa,Media,788.0,1490,3,1,8,2.0,388.0,2008,184000.0
1226,80,Residencial_Baixa,65.0,10482,Pavimentada,Interno,NAmes,Casa Unifamiliar,Nivel Dividido,6,8,1958,1958,Media,Boa,Blocos de Concreto,Media,Media,588.0,1138,3,1,6,1.0,264.0,2007,145000.0
1227,60,Residencial_Baixa,86.0,14598,Pavimentada,Fim de Rua,Somerst,Casa Unifamiliar,Dois Andar,6,5,2007,2007,Boa,Media,Concreto Vazado,Boa,Media,894.0,1933,4,1,9,3.0,668.0,2008,214000.0
1228,20,Residencial_Baixa,72.0,8872,Pavimentada,Esquina,NAmes,Casa Unifamiliar,Um Andar,5,8,1965,2008,Media,Media,Blocos de Concreto,Media,Media,912.0,912,2,1,5,2.0,576.0,2008,147000.0
1230,80,Residencial_Baixa,70.0,7910,Pavimentada,Interno,NAmes,Casa Unifamiliar,Nivel Dividido,5,5,1960,1960,Media,Media,Blocos de Concreto,Media,Media,1075.0,1507,4,1,7,1.0,404.0,2008,127000.0
1231,90,Residencial_Baixa,,18890,Pavimentada,Interno,Sawyer,Duplex,Um e Meio Andar Finalizado,5,5,1977,1977,Media,Media,Blocos de Concreto,Boa,Media,1361.0,2620,4,2,12,2.0,600.0,2007,190000.0
1232,90,Residencial_Baixa,70.0,7728,Pavimentada,Interno,NAmes,Duplex,Nivel Dividido,5,6,1962,1962,Media,Media,Blocos de Concreto,Media,Media,1106.0,1190,3,1,6,2.0,540.0,2006,132500.0
1233,90,Residencial_Baixa,70.0,9842,Pavimentada,Frente Dupla,NAmes,Duplex,Um Andar,4,5,1962,1962,Media,Media,Laje,,,0.0,1224,2,2,6,2.0,462.0,2007,101800.0
1234,20,Residencial_Baixa,,12160,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um Andar,5,5,1959,1959,Media,Media,Blocos de Concreto,Media,Media,1188.0,1188,3,1,6,2.0,531.0,2010,142000.0
1235,70,Residencial_Alta_Apartamento,55.0,8525,Pavimentada,Interno,SWISU,Casa Unifamiliar,Dois Andar,5,6,1911,1950,Media,Media,Concreto Vazado,Media,Media,940.0,1964,4,1,7,0.0,0.0,2008,130000.0
1236,70,Residencial_Baixa,96.0,13132,Pavimentada,Interno,Crawfor,Casa Unifamiliar,Dois Andar,5,5,1914,1950,Media,Media,Tijolos e Pedra,Boa,Media,747.0,1784,4,1,9,1.0,180.0,2006,138887.0
1237,160,Residencial_Baixa,36.0,2628,Pavimentada,Interno,NridgHt,Casa Geminada - meio de fileira,Dois Andar,7,5,2003,2003,Boa,Media,Concreto Vazado,Boa,Media,764.0,1626,2,1,6,2.0,474.0,2010,175500.0
1238,60,Residencial_Baixa,41.0,12393,Pavimentada,Frente Dupla,CollgCr,Casa Unifamiliar,Dois Andar,7,5,2004,2005,Boa,Media,Concreto Vazado,Boa,Media,847.0,1948,4,1,8,2.0,434.0,2006,195000.0
1239,20,Residencial_Baixa,63.0,13072,Pavimentada,Interno,SawyerW,Casa Unifamiliar,Um Andar,6,5,2005,2005,Boa,Media,Concreto Vazado,Boa,Media,1141.0,1141,3,1,6,2.0,484.0,2006,142500.0
1240,20,Residencial_Baixa,64.0,9037,Pavimentada,Interno,Timber,Casa Unifamiliar,Um Andar,8,5,2006,2006,Boa,Media,Concreto Vazado,Boa,Media,1476.0,1484,2,1,6,2.0,472.0,2007,265900.0
1241,60,Residencial_Baixa,65.0,8158,Pavimentada,Interno,CollgCr,Casa Unifamiliar,Dois Andar,7,5,2003,2003,Boa,Media,Concreto Vazado,Boa,Media,884.0,1768,3,1,8,2.0,543.0,2008,224900.0
